Tipo,Descripcion_alimento,Type_EN,Food_description_EN,Nombre_cientifico,Porcion_comestible_pct,Energia_kJ,Energia_kcal,Humedad_g,Cenizas_g,Extracto_etereo_g,AGS_g,AGMI_g,AGPI_g,Colesterol_mg,Proteina_bruta_g,Hidratos_carbono_g,Azucares_g,Fibra_bruta_g,Fibra_DT_g,Fibra_D_Insol_g,Ca_mg,P_mg,Fe_mg,Na_mg,K_mg,Mg_mg,Cu_mg,Zn_mg,Mn_mg,Se_mg,Li_mg,VitA_UI,VitA_ug_RAE,Carotenos_mg,Bcarotenos_mg,VitB1_mg,VitB2_mg,Niacina_mg,Ac_ascorbico_mg,VitB6_mg,VitB12_ug,Acido_folico_ug,Folato_ug_DFE,VitD_ug
SEMILLAS DE CEREALES Y DERIVADOS,"Maiz, pozole con cacao",CEREALS AND BY-PRODUCTS,"Corn, pozole it cacao",,1.00,676.00,161.00,60.00,0.70,2.88,*,*,*,*,5.25,30.59,*,0.58,*,*,53.00,128.00,2.60,*,*,*,*,*,*,*,*,*,*,*,0.00,0.14,0.08,1.06,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Maiz, pozole rano amario",CEREALS AND BY-PRODUCTS,Corn eo grain pozole,,1.00,764.00,182.00,51.40,0.90,1.05,*,*,*,*,6.00,39.11,*,1.54,*,*,59.00,158.00,2.26,*,*,*,*,*,*,*,*,*,*,*,0.28,0.16,0.12,0.76,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Maiz, pozole grano blanco",CEREALS AND BY-PRODUCTS,Corn ite grain pozole,,1.00,704.00,168.00,62.90,0.55,1.07,*,*,*,*,4.07,30.41,*,1.01,*,*,53.50,105.00,2.73,*,*,*,*,*,*,*,*,*,*,*,*,0.16,0.05,0.94,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Maiz, reventador, amario",CEREALS AND BY-PRODUCTS,Corn eo brter,ea ma L,1.00,1499.00,358.00,9.00,1.80,4.60,0.64,0.99,1.48,*,12.20,71.10,0.91,1.30,*,*,17.00,324.00,1.75,7.00,274.00,123.00,*,2.75,*,*,*,*,*,*,*,0.60,0.14,2.55,*,0.29,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Maiz rosa, tortilla",CEREALS AND BY-PRODUCTS,"Corn, tortilla, pink",Raa cnico,1.00,1008.00,241.40,41.70,0.80,4.20,*,*,*,*,6.70,44.20,*,2.40,*,*,67.04,465.63,1.25,10.96,223.04,55.13,0.00,1.66,*,*,*,*,*,*,*,0.17,0.08,2.60,*,,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,Mai tama con carne de cerdo,CEREALS AND BY-PRODUCTS,"Corn, pork meat tamae",,1.00,719.00,172.00,60.49,1.57,10.60,*,3.24,2.05,*,7.47,21.85,*,1.72,10.02,*,75.50,120.00,0.87,421.40,152.00,29.80,*,2.40,*,*,*,4878.30,*,*,*,0.04,0.06,1.30,*,0.13,0.11,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,Mai tama de carne de res,CEREALS AND BY-PRODUCTS,Corn meat tamae,,1.00,1063.00,254.00,53.20,1.69,14.97,*,*,*,*,7.86,22.01,*,0.27,*,*,61.00,300.00,1.51,175.90,87.80,*,*,*,*,*,*,11.78,*,*,*,0.08,0.07,2.21,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,Mai tama e eote,CEREALS AND BY-PRODUCTS,Corn corn rain tamae,,1.00,899.00,215.00,55.70,2.79,10.79,2.63,2.44,1.55,0.00,4.95,24.66,*,1.11,*,*,108.10,420.00,0.70,585.80,218.30,29.00,*,0.62,*,*,*,11.78,2.00,*,*,0.08,0.01,1.59,*,0.18,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,Mai tama e rio,CEREALS AND BY-PRODUCTS,Corn bean tamae,,1.00,1080.00,258.00,52.70,1.80,18.00,*,*,*,*,3.70,22.80,*,1.00,*,*,61.40,*,*,282.30,*,45.20,*,0.90,*,*,*,9305.40,,*,*,0.05,0.03,*,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,Mai tama e nata,CEREALS AND BY-PRODUCTS,Corn cream tamae,,1.00,1182.74,279.01,42.46,1.24,12.28,*,*,*,*,2.66,39.45,*,1.90,5.25,*,149.38,53.02,0.00,80.43,83.73,37.77,0.00,0.00,*,*,*,*,*,*,*,0.05,*,*,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,Mai tama e oo,CEREALS AND BY-PRODUCTS,Corn cicen tamae,,1.00,1013.00,242.00,54.80,1.80,15.90,*,*,*,*,5.00,22.10,*,0.40,*,*,77.10,*,*,237.90,*,30.60,*,0.70,*,*,*,6809.05,,*,*,0.03,0.03,*,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,Mai tama e queso con rajas,CEREALS AND BY-PRODUCTS,"Corn, cheese and cie tri tamae",,1.00,1085.00,259.00,51.70,2.10,17.70,*,*,*,*,4.90,22.70,*,0.90,*,*,103.20,*,*,325.70,*,21.80,*,1.10,*,*,*,0.00,*,*,*,0.06,0.03,*,0.00,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,Mai tama roo,CEREALS AND BY-PRODUCTS,Corn re tamae,,1.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,Mai tama ere,CEREALS AND BY-PRODUCTS,Corn tamae in reen tomato ace,,1.00,831.00,257.00,55.53,0.80,10.85,*,*,*,*,2.85,28.97,*,0.55,2.90,2.60,*,*,*,*,*,*,0.39,1.88,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Maiz, tortilla",CEREALS AND BY-PRODUCTS,"Corn, tortilla",,1.00,879.00,210.00,45.20,0.99,1.20,0.45,0.69,1.42,0.00,5.21,46.85,0.88,1.56,6.18,*,253.32,160.80,3.05,11.00,214.00,62.00,0.10,1.40,0.40,0.01,*,2.00,0.00,0.00,0.06,0.16,0.09,0.95,0.00,0.22,0.00,0.00,5.00,0.00
SEMILLAS DE CEREALES Y DERIVADOS,"Maiz, tortilla con soya",CEREALS AND BY-PRODUCTS,"Corn, soybean tortilla",,1.00,928.00,222.00,43.80,1.20,4.10,*,*,*,*,6.80,41.94,*,2.16,*,*,128.00,172.00,4.85,*,*,*,*,*,*,*,*,*,*,*,*,0.25,0.07,1.17,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Maiz, tortilla con trigo",CEREALS AND BY-PRODUCTS,Corn eat tortia,,1.00,*,*,70.40,1.50,*,*,*,*,*,10.00,*,*,*,*,*,102.00,162.00,*,*,*,*,*,*,*,*,*,*,*,*,0.00,0.25,0.08,1.40,0.00,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Maiz, tostada deshidratada",CEREALS AND BY-PRODUCTS,"Corn, dehydrated toasted tortilla",,1.00,1839.00,438.00,1.46,2.53,13.07,*,*,*,*,8.27,71.77,1.58,1.09,7.96,*,74.35,195.51,2.48,350.54,216.17,97.57,0.00,1.77,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Maiz, tostada",CEREALS AND BY-PRODUCTS,"Corn, toasted tortilla",,1.00,2058.00,492.00,2.30,3.50,26.65,6.00,7.22,8.29,0.00,7.05,58.50,0.00,2.65,5.60,5.40,48.00,203.00,2.00,1036.00,237.00,76.00,0.22,1.63,0.36,0.02,*,*,*,*,*,0.35,0.09,1.55,*,0.36,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,Mai totaa nortea,CEREALS AND BY-PRODUCTS,"Corn, toasted tortilla, nortea",,1.00,2109.00,504.00,1.77,2.49,24.83,*,*,*,*,6.47,63.67,1.12,0.27,*,*,62.90,*,*,*,*,*,*,*,*,0.02,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Maiz, uchepo",CEREALS AND BY-PRODUCTS,"Corn, uchepo",,1.00,395.00,94.00,70.60,3.10,0.26,*,*,*,*,2.81,21.04,*,2.19,*,*,29.00,76.00,*,*,*,*,*,*,*,*,*,*,*,*,0.00,*,0.08,1.17,0.00,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Maiz, uchepo de leche",CEREALS AND BY-PRODUCTS,Corn mi ceo,,1.00,746.00,178.00,54.50,0.60,0.95,*,*,*,*,2.24,39.74,*,0.92,*,*,65.00,95.00,0.37,*,*,*,*,*,*,*,*,*,*,*,0.00,0.10,0.09,0.70,0.00,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Maiz, uchepo dulce",CEREALS AND BY-PRODUCTS,Corn eet ceo,,1.00,637.00,152.00,60.40,0.70,0.75,*,*,*,*,2.74,34.40,*,1.01,*,*,32.00,85.00,0.95,*,*,*,*,*,*,*,*,*,*,*,0.00,0.15,0.09,1.24,0.00,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Maiz, uchepo salado",CEREALS AND BY-PRODUCTS,"Corn, salted uchepo",,1.00,546.00,130.00,64.50,1.80,0.82,*,*,*,*,5.05,27.27,*,0.46,*,*,32.00,96.00,2.08,*,*,*,*,*,*,*,*,*,*,*,0.00,0.15,0.09,1.05,0.00,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Maiz, botana charritos",CEREALS AND BY-PRODUCTS,"Corn, snack charritos",,1.00,2100.00,502.00,2.18,4.43,30.75,3.61,7.913,14.01,0.00,7.04,53.68,1.16,1.92,5.30,*,164.00,157.00,1.32,545.00,135.00,84.00,*,1.58,*,*,*,0.00,0.00,*,*,0.02,0.64,0.36,0.00,0.12,0.00,*,13.00,0.00
SEMILLAS DE CEREALES Y DERIVADOS,"Maiz, botana chetos torcidos",CEREALS AND BY-PRODUCTS,"Corn, snack tite ceeto",,1.00,,563.00,1.68,*,36.56,5.51,10.90,19.64,7.00,5.87,53.00,3.03,*,1.70,*,36.00,70.00,2.80,840.00,154.00,13.00,0.20,0.70,0.20,*,*,161.00,48.00,*,*,0.16,0.16,4.71,0.00,0.08,0.48,*,89.00,0.00
SEMILLAS DE CEREALES Y DERIVADOS,"Maiz, botana fritos con a imn",CEREALS AND BY-PRODUCTS,"Corn, snack salt and emon rito",,1.00,1966.00,470.00,2.70,2.80,21.00,5.20,*,*,0.00,9.00,62.00,0.00,2.50,3.90,*,110.00,*,*,540.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Maiz, botana fritos con sal",CEREALS AND BY-PRODUCTS,"Corn, snack fritos",,1.00,2121.00,507.00,3.50,2.00,34.40,*,*,*,*,6.70,47.00,*,6.40,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Maiz, botana fritos con chile",CEREALS AND BY-PRODUCTS,"Corn, snack rito it cii",,1.00,2133.00,510.00,1.00,2.90,33.70,*,*,*,*,6.70,49.30,*,6.40,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,Mai botana aomita,CEREALS AND BY-PRODUCTS,"Corn, snack popcorn",,1.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.00,111.00,1.90,571.00,112.00,38.00,0.20,1.10,0.40,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Maiz, botana pizzerolas",CEREALS AND BY-PRODUCTS,"Corn, snack pizzerolas",,1.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,193.00,165.00,2.10,824.00,246.00,72.00,0.20,1.90,0.60,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Maiz, botana tostaditas",CEREALS AND BY-PRODUCTS,"Corn, snack ma toate tortia",,1.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,147.00,150.00,2.40,1273.00,180.00,71.00,0.30,1.60,0.70,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Mijo, grano",CEREALS AND BY-PRODUCTS,"Millet, grain",anicm miiacem L,,1582.00,378.00,8.67,3.25,4.22,0.72,0.77,2.13,0.00,11.02,72.85,*,*,8.50,*,8.00,285.00,3.01,5.00,195.00,114.00,0.75,168.00,1.63,0.00,*,0.00,0.00,*,*,0.42,0.29,4.72,0.00,0.38,0.00,0.00,85.00,0.00
SEMILLAS DE CEREALES Y DERIVADOS,"Sorgo, grano Martin Combineeari",CEREALS AND BY-PRODUCTS,Sorm rain Martin Combine,Sorm bicoor L Moench,,1572.00,376.00,9.30,1.50,3.29,0.46,0.99,1.37,0.00,11.85,72.87,*,1.60,6.30,2.04,18.00,189.00,2.55,6.00,350.00,687.00,0.74,1.80,4.30,0.01,*,*,0.00,*,0.02,0.30,0.05,4.06,0.00,*,0.00,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Sorgo, harina",CEREALS AND BY-PRODUCTS,Sorm mea,,1.00,1510.00,361.00,9.00,1.62,3.00,0.48,0.88,1.37,*,8.76,77.47,1.87,0.90,6.60,*,12.00,288.00,2.99,4.00,311.00,120.00,0.22,1.44,1.26,0.01,*,*,*,*,*,0.28,0.05,5.19,0.00,0.35,*,0.00,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Trigo, barra tipo panecillo",CEREALS AND BY-PRODUCTS,eat ma bread-type bar,anicm miiacem L,1.00,1538.00,367.00,16.40,2.50,15.10,*,*,*,*,21.60,43.30,*,1.10,*,*,92.00,24.40,76.90,385.30,348.00,65.40,0.30,6.10,*,*,*,*,*,*,*,0.19,0.48,,2.57,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Trigo, bisquet “light”",CEREALS AND BY-PRODUCTS,eat o fat biscuit,Sorm bicoor L Moench,1.00,1038.00,248.00,36.70,3.20,2.70,*,*,*,*,10.60,*,*,1.50,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Trigo, botana con cie a imn fritos",CEREALS AND BY-PRODUCTS,"Wheat, snack chile, at an emon rito",,1.00,1878.00,449.00,3.90,7.70,21.00,5.30,*,*,0.00,8.00,57.00,0.00,2.40,5.50,*,67.00,*,*,2500.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Trigo, botana Crrmai con imn",CEREALS AND BY-PRODUCTS,"Wheat, snack emon Crrmai",anicm miiacem L,1.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,141.00,174.00,4.70,655.00,241.00,75.00,0.20,2.10,0.70,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Trigo, botana Sabritones",CEREALS AND BY-PRODUCTS,"Wheat, snack Sabritones",,1.00,2006.00,480.00,5.36,6.73,28.38,*,*,*,*,8.02,51.54,*,0.87,*,*,119.00,206.00,13.70,2088.00,157.00,25.00,0.20,1.70,0.90,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,Trio ceat,CEREALS AND BY-PRODUCTS,eat Grain ceat,aorm ecentm Moench,,1435.11,343.00,9.75,1.72,3.40,0.74,1.04,1.04,0.00,13.25,71.50,*,*,10.00,2.10,18.00,347.00,2.20,1.00,460.00,231.00,0.58,2.40,1.50,0.01,*,0.00,0.00,*,*,0.10,0.43,7.02,0.00,0.21,0.00,*,30.00,0.00
SEMILLAS DE CEREALES Y DERIVADOS,"Trigo, cereal para desayuno con relleno de fresa",CEREALS AND BY-PRODUCTS,"Wheat, breakfast cereal traberrfie",,1.00,1874.00,441.70,3.60,1.50,12.90,*,*,*,*,6.10,75.30,*,0.60,*,*,34.89,*,2.64,220.67,192.50,31.54,*,0.88,*,*,*,2284.15,,*,*,*,*,*,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Trigo, cereal para desayuno tio A ran ibra Uno",CEREALS AND BY-PRODUCTS,"Wheat, breakfast cereal te A ran an ibra Uno",,1.00,1431.00,342.00,4.20,5.50,1.93,0.64,0.67,2.11,0.00,14.20,67.60,15.69,7.10,26.27,23.90,97.50,555.00,11.25,906.50,1082.50,292.50,0.94,5.53,9.15,0.01,*,1747.00,522.00,0.00,*,2.27,2.71,14.80,20.00,12.00,18.80,1249.00,2198.00,4.30
SEMILLAS DE CEREALES Y DERIVADOS,"Trigo, hojuelas, cereal para desayuno",CEREALS AND BY-PRODUCTS,eat ae Breakfast Cereal,,1.00,1514.00,362.00,4.50,4.10,1.25,0.40,0.50,1.10,0.00,11.85,75.80,17.00,3.80,17.50,*,48.00,277.00,4.40,846.00,443.00,122.00,0.20,4.08,2.00,0.01,*,2586.00,776.00,0.00,*,5.20,5.90,69.00,207.00,7.00,20.70,1360.00,2331.00,3.50
SEMILLAS DE CEREALES Y DERIVADOS,Trio fibra con aa cereal para desayuno,CEREALS AND BY-PRODUCTS,eatfiber it raiin breakfast cereal,,1.00,1429.00,342.00,5.90,4.50,2.00,0.48,0.34,0.95,0.00,12.00,69.65,31.30,12.70,11.40,*,50.00,210.00,3.30,482.00,747.00,91.00,0.50,1.60,2.50,0.00,*,1289.00,386.00,*,0.00,0.75,1.08,13.80,0.00,1.84,4.30,182.00,328.00,3.90
SEMILLAS DE CEREALES Y DERIVADOS,Trio aao con fibra cerea ara eano,CEREALS AND BY-PRODUCTS,"Wheat, bran fiber breakfast cereal",,1.00,1330.00,318.00,2.40,5.70,3.50,0.77,0.80,2.72,0.00,16.80,60.40,*,11.20,41.30,*,66.00,1314.00,13.88,27.90,895.40,606.00,1.09,11.23,17.38,*,*,0.00,0.00,*,*,1.10,0.45,20.62,0.00,0.68,0.23,152.00,299.00,0.00
SEMILLAS DE CEREALES Y DERIVADOS,Trio inao cerea para desayuno,CEREALS AND BY-PRODUCTS,"Wheat, puffed breakfast cereal",,1.00,1601.00,383.00,3.80,1.72,0.65,0.41,0.31,1.07,0.00,5.77,87.59,16.10,0.59,15.40,*,24.00,331.00,4.41,5.00,364.00,133.00,0.45,3.07,*,0.12,*,11.00,0.00,0.00,0.00,0.64,0.40,5.29,0.00,0.13,0.42,122.00,240.00,0.00
SEMILLAS DE CEREALES Y DERIVADOS,"Trigo, galleta con relleno de fruta",CEREALS AND BY-PRODUCTS,"Wheat, cookie it rit fiin",,1.00,2033.00,486.00,11.70,0.93,17.95,2.83,5.94,1.51,40.00,6.80,66.40,*,0.40,1.20,0.70,32.40,89.00,1.90,17.20,288.00,36.90,0.23,0.38,0.25,*,*,74.00,22.00,*,*,0.07,0.09,0.77,3.90,0.04,0.13,0.00,16.00,*
SEMILLAS DE CEREALES Y DERIVADOS,Trio aeta oorn,CEREALS AND BY-PRODUCTS,"Wheat, cookie, crmb cae",,1.00,2031.00,485.00,2.25,1.03,21.78,*,*,*,*,9.50,64.15,*,0.93,*,*,33.70,56.00,1.03,45.35,153.30,20.00,0.20,0.80,0.20,*,*,*,*,*,*,0.05,0.00,*,1.50,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,Trio aeta tio anic con reeno cremoo,CEREALS AND BY-PRODUCTS,eat aaiian cracker,,1.00,1926.00,461.00,4.65,1.23,21.25,6.38,8.50,3.55,0.00,5.78,72.80,41.01,0.25,2.80,*,22.00,100.00,8.68,460.00,215.00,49.00,0.36,0.89,0.68,0.02,*,2.00,0.00,0.00,0.00,0.14,0.12,2.19,0.00,0.00,0.00,58.00,111.00,0.00
SEMILLAS DE CEREALES Y DERIVADOS,"Trigo, galleta tipo María",CEREALS AND BY-PRODUCTS,"Wheat, cookie María type",,1.00,1999.95,478.00,4.80,1.20,21.10,5.43,11.84,2.66,51.00,5.10,67.90,*,0.50,5.10,4.10,24.00,82.00,1.70,661.00,113.00,26.00,0.22,1.03,1.00,*,*,*,26.00,*,*,0.23,0.21,2.69,0.00,0.06,0.19,42.00,82.00,*
SEMILLAS DE CEREALES Y DERIVADOS,"Trigo, galleta salada tipo Ritz",CEREALS AND BY-PRODUCTS,"Wheat, cookie, Ritz type",,1.00,2058.00,492.00,3.12,2.93,23.21,5.45,6.28,10.90,*,7.23,63.51,8.14,*,2.30,*,8.00,35.00,0.80,504.00,46.00,8.00,0.10,0.40,0.40,0.00,*,*,*,*,*,0.44,0.27,4.88,*,0.06,*,55.00,,*
SEMILLAS DE CEREALES Y DERIVADOS,"Trigo, galleta cuadritos con chocolate",CEREALS AND BY-PRODUCTS,eat cooie it chocolate squares,,1.00,1898.00,454.00,8.35,1.08,20.62,9.95,7.28,2.68,0.00,4.90,65.05,37.85,*,2.40,*,296.40,71.00,0.70,26.20,124.20,9.90,0.24,0.63,0.42,0.00,*,0.00,0.00,*,*,0.13,0.09,1.78,*,0.00,*,25.00,64.00,*
SEMILLAS DE CEREALES Y DERIVADOS,"Trigo, galleta",CEREALS AND BY-PRODUCTS,"Wheat, cookie",,1.00,1901.00,454.00,8.60,1.55,18.88,4.32,6.93,4.16,3.00,10.01,62.89,2.18,1.06,1.50,*,235.00,164.00,2.90,580.00,121.00,18.00,0.08,0.55,0.38,0.02,*,82.00,*,*,*,0.36,0.31,2.95,0.20,0.04,0.08,49.00,95.00,*
SEMILLAS DE CEREALES Y DERIVADOS,"Trigo, galleta con cobertura de sabores",CEREALS AND BY-PRODUCTS,"Wheat, cookie, diferent Icing",,1.00,2056.00,491.00,4.19,1.37,23.08,7.69,0.07,1.04,0.00,7.59,62.80,10.70,0.90,3.10,*,58.00,134.00,3.58,302.00,209.00,58.00,0.43,0.97,0.73,0.01,*,16.00,5.00,*,0.00,0.15,0.17,2.18,0.00,0.07,0.00,10.00,27.00,0.00
SEMILLAS DE CEREALES Y DERIVADOS,"Trigo, galleta con relleno de piloncillo",CEREALS AND BY-PRODUCTS,"Wheat, cookie fie ioncio",,1.00,2067.84,487.90,6.10,1.44,23.62,*,*,*,*,6.51,62.33,*,0.00,*,*,41.93,79.13,3.87,348.47,173.87,36.41,0.00,1.17,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Trigo, galleta e animaito",CEREALS AND BY-PRODUCTS,eat anima cracer,,1.00,1581.00,378.00,6.40,2.20,3.40,3.46,7.66,1.87,0.00,6.40,80.50,13.93,1.10,1.10,*,43.00,114.00,2.75,407.00,100.00,18.00,0.16,0.64,0.42,0.01,*,0.00,0.00,*,0.00,0.35,0.33,3.47,0.00,0.02,0.05,89.00,165.00,0.00
SEMILLAS DE CEREALES Y DERIVADOS,"Trigo, galleta de cuatro granos",CEREALS AND BY-PRODUCTS,"Wheat, four grains cookie",,1.00,1766.00,422.00,7.20,4.20,14.50,*,*,*,*,9.40,63.50,*,1.20,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Trigo, galleta e manteia",CEREALS AND BY-PRODUCTS,"Wheat, cookie butter",,1.00,2125.00,508.00,2.10,0.80,24.30,11.05,5.52,0.98,117.00,4.70,67.70,20.24,0.40,0.80,*,29.00,102.00,2.22,184.14,111.00,12.00,0.20,0.38,0.17,0.01,*,673.00,165.00,*,0.04,0.37,0.34,3.19,0.00,0.04,0.36,70.00,125.00,0.40
SEMILLAS DE CEREALES Y DERIVADOS,"Trigo, galleta de ostioncitos",CEREALS AND BY-PRODUCTS,"Wheat, oyster cracker",,1.00,1878.00,449.00,4.30,2.70,15.70,2.00,2.25,4.07,0.00,10.00,67.00,2.22,0.30,2.90,*,119.00,111.00,5.13,198.00,724.00,25.00,0.16,0.82,0.84,0.01,*,0.00,0.00,0.00,0.00,0.61,0.33,5.24,0.00,0.06,0.09,117.00,221.00,0.00
SEMILLAS DE CEREALES Y DERIVADOS,"Trigo, galleta Vienesa, con relleno de chocolate",CEREALS AND BY-PRODUCTS,"Wheat, chocolate- fie Viennee atr",,1.00,2174.00,520.00,1.30,1.35,26.30,3.68,10.63,2.26,0.00,6.15,64.55,*,0.50,1.50,*,27.00,75.00,2.21,161.12,187.00,48.00,*,0.98,*,*,*,*,0.00,*,*,0.26,0.24,2.69,0.00,0.00,0.03,48.00,87.00,*
SEMILLAS DE CEREALES Y DERIVADOS,"Trigo, galleta traiciona e manteca",CEREALS AND BY-PRODUCTS,"Wheat, traditional lard cookie",,1.00,2289.00,547.00,1.10,0.60,32.00,11.00,*,*,39.00,7.10,57.80,18.00,1.00,*,0.00,4.00,7.10,0.20,118.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Trigo, galleta light",CEREALS AND BY-PRODUCTS,eat oat cooie,,1.00,1895.20,446.80,3.70,2.10,14.80,1.87,5.24,4.76,0.00,12.20,66.20,3.24,1.00,0.90,*,106.70,73.00,1.30,126.47,195.76,29.77,0.15,0.77,0.34,0.00,*,0.00,0.00,*,0.00,0.48,0.23,3.66,0.00,0.02,0.00,63.00,114.00,0.00
SEMILLAS DE CEREALES Y DERIVADOS,Trio ermen,CEREALS AND BY-PRODUCTS,eat erm,Triticm atim Lam,1.00,1562.00,373.00,10.30,3.65,12.30,1.66,1.25,5.98,0.00,24.20,50.15,*,2.85,11.90,*,52.36,365.00,5.73,*,938.00,210.00,1.00,16.50,16.70,0.00,*,0.00,0.00,0.00,0.15,0.71,0.34,5.58,1.59,0.60,0.21,317.00,892.00,0.00
SEMILLAS DE CEREALES Y DERIVADOS,"Trigo, granillo",CEREALS AND BY-PRODUCTS,"Wheat, grits",Triticm atim Lam,1.00,1523.00,364.00,9.30,2.10,2.26,*,*,*,*,12.90,71.08,*,2.36,*,*,145.00,470.00,3.30,*,*,*,*,*,*,*,*,*,*,*,0.02,1.06,0.16,3.69,*,*,*,*,*,*
SEMILLAS DE CEREALES Y DERIVADOS,"Trigo, grano",CEREALS AND BY-PRODUCTS,"Wheat, grain",Triticm atim Lam,,1567.00,375.00,10.00,1.83,1.48,0.45,0.34,0.98,0.00,11.46,70.81,*,3.16,12.20,10.40,61.00,320.00,9.20,2.00,431.00,144.00,0.55,4.16,3.01,0.09,*,0.00,0.00,*,0.01,0.48,0.09,4.57,0.00,0.42,0.00,0.00,43.00,0.00
SEMILLAS DE CEREALES Y DERIVADOS,Trio arina refinaa,CEREALS AND BY-PRODUCTS,eat refine or,,1.00,1502.00,359.00,11.78,0.86,1.35,0.16,0.09,0.41,0.00,11.81,74.09,0.27,3.45,1.93,2.30,33.49,1.66,1.14,3.16,140.16,14.89,0.00,0.92,0.68,0.03,*,0.00,0.00,0.00,0.00,0.31,0.08,1.51,0.00,0.04,0.00,154.00,291.00,0.00
SEMILLAS DE CEREALES Y DERIVADOS,"Trigo, harina especial",CEREALS AND BY-PRODUCTS,eat ecia or,,1.00,1526.00,364.00,11.20,0.50,0.90,*,*,*,*,11.50,75.40,*,0.50,*,*,*,*,*,30.34,78.73,*,*,*,*,*,*,*,*,*,*,0.21,0.04,*,*,*,*,*,*,*
